owner,ip_or_cidr,ptr_record,asn,asn_description,country,network_name,network_cidr
Stretchoid (stretchoid.com),20.127.220.195,azpdegfr0xrb.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.127.220.21,azpdegecep3t.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.127.220.39,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"20.33.0.0/16, 20.34.0.0/15, 20.36.0.0/14, 20.40.0.0/13, 20.48.0.0/12, 20.64.0.0/10, 20.128.0.0/16"
Stretchoid (stretchoid.com),20.127.230.108,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"20.33.0.0/16, 20.34.0.0/15, 20.36.0.0/14, 20.40.0.0/13, 20.48.0.0/12, 20.64.0.0/10, 20.128.0.0/16"
Stretchoid (stretchoid.com),20.127.231.132,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"20.33.0.0/16, 20.34.0.0/15, 20.36.0.0/14, 20.40.0.0/13, 20.48.0.0/12, 20.64.0.0/10, 20.128.0.0/16"
Stretchoid (stretchoid.com),20.127.230.129,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"20.33.0.0/16, 20.34.0.0/15, 20.36.0.0/14, 20.40.0.0/13, 20.48.0.0/12, 20.64.0.0/10, 20.128.0.0/16"
Stretchoid (stretchoid.com),20.127.220.33,azpdegxsat9r.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.127.224.63,azpdespk2by2.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.127.236.230,,,,,,
Stretchoid (stretchoid.com),20.127.241.188,,,,,,
Stretchoid (stretchoid.com),20.127.237.69,,,,,,
Stretchoid (stretchoid.com),20.127.244.206,azpdes38b6jn.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.127.244.253,azpdesh25s74.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.127.245.101,azpdeswfqr02.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.127.244.67,azpdesllzikc.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.14.72.151,azpdwsmszvfb.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.14.72.210,azpdwgxv58sa.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.14.73.168,azpdws64t1eb.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.14.73.1,azpdwsof31ah.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.14.73.198,azpdwswmnwt7.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.14.73.238,azpdwspt8ldc.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.14.73.54,azpdwsetuo0h.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.14.73.62,azpdws46kxr4.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.14.73.63,azpdwsnbdf87.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.14.74.210,azpdwss7koxz.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.14.74.238,azpdwsq585q9.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.14.74.80,azpdwsyzrjzg.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.14.75.6,azpdwsgje2x4.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.14.80.89,azpdws65f5ri.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.14.81.42,azpdws4ko728.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.14.82.143,azpdwgbs9268.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.14.75.2,azpdws61n6v1.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.14.78.26,azpdws0hgsmv.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.14.79.82,azpdwsifafbq.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.14.78.253,azpdwsse59c1.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.14.83.88,azpdwsl8seo0.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.14.87.238,azpdwspyg242.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.14.88.150,azpdwsxadipa.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.14.89.155,azpdws1o5si9.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.14.93.87,azpdwsfjxwv8.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.14.88.205,azpdwsj742d0.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.14.93.239,azpdwsnfyp85.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.14.92.56,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.14.90.84,azpdws8en9o6.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.14.90.54,azpdwgz5qpd3.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.14.94.72,azpdwsy9lmw6.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.14.95.138,azpdwsayyn3f.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.15.160.249,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.15.161.45,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.15.162.180,azpdcsmatos4.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.15.162.112,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.15.160.31,azpdcgs82w5y.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.15.162.204,azpdcsycgcyf.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.15.162.215,azpdcsqiwf5x.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.15.162.238,azpdcgj59w5k.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.15.162.87,azpdcsdhfc4h.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.15.163.139,azpdcgfwv02q.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.14.89.71,azpdwstayivh.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.15.163.174,azpdcgwnbxou.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.15.163.51,azpdcgl42r9h.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.15.163.245,azpdcsc7qk5l.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.15.163.73,azpdcg1l1xnw.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.15.164.165,azpdcgqw0sth.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.15.164.37,azpdcg0t0b7l.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.15.165.110,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.15.167.72,,,,,,
Stretchoid (stretchoid.com),20.15.200.1,azpdcguu2j1y.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.15.165.160,,,,,,
Stretchoid (stretchoid.com),20.15.165.173,,,,,,
Stretchoid (stretchoid.com),20.15.200.100,azpdcs981gn1.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.15.200.230,,,,,,
Stretchoid (stretchoid.com),20.15.200.45,azpdcgc96rrb.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.15.201.69,azpdcs19ivb5.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.15.201.64,azpdcsosbqvf.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.15.201.41,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.15.200.243,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.15.224.207,azpdcgw9ju0l.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.15.224.135,azpdcg2sjdt5.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.15.224.241,,,,,,
Stretchoid (stretchoid.com),20.15.225.33,azpdcsoltzol.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.15.224.64,azpdcg737vo2.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.15.224.95,,,,,,
Stretchoid (stretchoid.com),20.15.225.63,azpdcs7wzrpx.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.15.225.72,azpdcsg647za.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.15.225.71,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.15.164.68,azpdcgfj2q32.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.15.163.169,azpdcgpb02mg.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.15.226.117,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.15.226.94,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.0.0.0/11
Stretchoid (stretchoid.com),20.15.235.72,,,,,,
Stretchoid (stretchoid.com),20.15.234.17,,,,,,
Stretchoid (stretchoid.com),20.150.192.39,azpdwsuyk03u.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"20.150.0.0/15, 20.152.0.0/15"
Stretchoid (stretchoid.com),20.150.192.63,azpdwsy19wwx.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"20.150.0.0/15, 20.152.0.0/15"
Stretchoid (stretchoid.com),20.150.195.172,azpdwsp3gg3p.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"20.150.0.0/15, 20.152.0.0/15"
Stretchoid (stretchoid.com),20.150.194.114,azpdwsa8kbcf.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"20.150.0.0/15, 20.152.0.0/15"
Stretchoid (stretchoid.com),20.150.194.49,azpdwsmb2448.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.150.193.141,azpdwswudit9.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.150.199.130,,,,,,
Stretchoid (stretchoid.com),20.15.203.125,,,,,,
Stretchoid (stretchoid.com),20.150.200.255,azpdwgeq7k73.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.150.201.127,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"20.150.0.0/15, 20.152.0.0/15"
Stretchoid (stretchoid.com),20.150.200.104,azpdwgggaxyj.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.150.201.140,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"20.150.0.0/15, 20.152.0.0/15"
Stretchoid (stretchoid.com),20.150.200.254,azpdwgfmgd30.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"20.150.0.0/15, 20.152.0.0/15"
Stretchoid (stretchoid.com),20.150.201.162,azpdwgizirui.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"20.150.0.0/15, 20.152.0.0/15"
Stretchoid (stretchoid.com),20.150.193.32,azpdwsppmeyd.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.150.201.163,azpdwgbp03gk.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.150.201.180,azpdwgbb2bup.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.150.202.159,azpdwgoyq27b.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.150.202.183,azpdwg5rvuo7.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.150.201.181,azpdwgke4ktt.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"20.150.0.0/15, 20.152.0.0/15"
Stretchoid (stretchoid.com),20.150.201.238,azpdwgt33uh2.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"20.150.0.0/15, 20.152.0.0/15"
Stretchoid (stretchoid.com),20.150.202.20,azpdwg4cj9ar.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"20.150.0.0/15, 20.152.0.0/15"
Stretchoid (stretchoid.com),20.150.201.239,azpdwg1bws99.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"20.150.0.0/15, 20.152.0.0/15"
Stretchoid (stretchoid.com),20.15.232.113,,,,,,
Stretchoid (stretchoid.com),20.150.202.195,azpdwgn69jyw.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.150.202.232,azpdwgamjo32.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.150.202.233,azpdwggknzw9.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.150.202.30,azpdwg4yds3h.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.150.202.39,azpdwgajl2nw.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.150.203.173,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"20.150.0.0/15, 20.152.0.0/15"
Stretchoid (stretchoid.com),20.150.202.58,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"20.150.0.0/15, 20.152.0.0/15"
Stretchoid (stretchoid.com),20.150.202.38,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"20.150.0.0/15, 20.152.0.0/15"
Stretchoid (stretchoid.com),20.150.202.8,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"20.150.0.0/15, 20.152.0.0/15"
Stretchoid (stretchoid.com),20.163.1.17,azpdwsug9rh1.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.150.200.77,,,,,,
Stretchoid (stretchoid.com),20.163.1.211,azpdwsihjrl3.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.10.186,azpdws8kj2pq.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.1.40,,,,,,
Stretchoid (stretchoid.com),20.163.10.187,azpdws7txuzw.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.14.102,azpdws5yv73q.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.13.106,azpdwgdd55c9.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.160.0.0/12
Stretchoid (stretchoid.com),20.163.13.196,azpdwgfjx0xd.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.160.0.0/12
Stretchoid (stretchoid.com),20.163.13.222,azpdwgmzme9i.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.160.0.0/12
Stretchoid (stretchoid.com),20.163.13.114,azpdwsqekwpj.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.160.0.0/12
Stretchoid (stretchoid.com),20.163.14.103,azpdwgf3l6g1.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.14.131,azpdws4uku7j.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.14.140,azpdwsaymw78.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.14.19,azpdwgtrgui1.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.14.130,azpdwswntiwo.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.14.22,azpdwsbw5wkq.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.14.227,azpdwsfron9r.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.14.5,azpdwgrog8v9.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.160.0.0/12
Stretchoid (stretchoid.com),20.163.14.222,azpdwsjtiyxj.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.160.0.0/12
Stretchoid (stretchoid.com),20.163.14.234,azpdwsxs9gxv.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.160.0.0/12
Stretchoid (stretchoid.com),20.163.14.238,azpdwsj7hu1b.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.160.0.0/12
Stretchoid (stretchoid.com),20.163.14.50,azpdwgvraf02.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.14.51,azpdwsvfb1rb.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.15.107,azpdws6b5q5j.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.15.119,azpdws4vxnaf.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.15.123,azpdwglbrwuf.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.15.124,azpdwsadnecm.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.15.154,azpdwg655lpg.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.15.166,azpdws62fean.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.15.165,azpdwg9f8ha7.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.15.130,azpdwsspbyia.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.160.0.0/12
Stretchoid (stretchoid.com),20.163.15.131,azpdws42bp6k.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.160.0.0/12
Stretchoid (stretchoid.com),20.163.15.141,azpdwslqn776.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.160.0.0/12
Stretchoid (stretchoid.com),20.163.15.167,azpdwslvvg12.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.160.0.0/12
Stretchoid (stretchoid.com),20.163.15.173,azpdws6kcqw4.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.15.172,azpdwsbgqb1y.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.15.174,azpdwssi5gx6.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.15.176,azpdwstrxqyz.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.15.19,azpdwsg0x1sz.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.15.178,azpdwsxqmyd2.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.15.20,azpdwg80alyc.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.15.177,azpdws0c9gtk.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.15.196,azpdwg11xno2.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.15.206,azpdwsqo4z89.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.15.218,azpdws2kave4.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.160.0.0/12
Stretchoid (stretchoid.com),20.163.15.207,azpdwsr3600k.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.160.0.0/12
Stretchoid (stretchoid.com),20.163.15.217,azpdws19xe1o.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.160.0.0/12
Stretchoid (stretchoid.com),20.163.15.225,azpdwsxdpjcy.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.160.0.0/12
Stretchoid (stretchoid.com),20.163.15.238,azpdwsp7exl1.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.15.247,azpdwsqtxodq.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.15.34,azpdws8p4rry.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.15.91,azpdwsjqh1jb.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.15.43,azpdwskt61fo.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.15.93,azpdwsv12bqv.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.16.165,azpdwsrs9prx.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.16.228,azpdws286phn.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.15.96,azpdwskkdiex.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.160.0.0/12
Stretchoid (stretchoid.com),20.163.15.97,azpdwsm6psqn.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.160.0.0/12
Stretchoid (stretchoid.com),20.163.2.151,azpdwst3m8rz.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.160.0.0/12
Stretchoid (stretchoid.com),20.163.2.150,azpdws5ecru3.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.160.0.0/12
Stretchoid (stretchoid.com),20.163.2.35,azpdwsa4atbl.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.2.53,azpdwsx5xk3n.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.2.188,azpdwsmz3ina.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.2.42,azpdwsply0rt.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.2.80,azpdwsaywxxa.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.25.231,azpdwsske6lh.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.26.91,azpdwsb51uo6.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.27.102,azpdwswd58p8.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.160.0.0/12
Stretchoid (stretchoid.com),20.163.20.206,azpdws2w4ldu.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.160.0.0/12
Stretchoid (stretchoid.com),20.163.29.167,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.160.0.0/12
Stretchoid (stretchoid.com),20.163.3.234,azpdws45vdaz.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.160.0.0/12
Stretchoid (stretchoid.com),20.163.3.80,azpdwsle4074.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.30.209,azpdwsushqy0.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.30.205,azpdwszh9gct.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.32.0,azpdwscai8sn.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.32.168,azpdwsu3egep.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.32.211,azpdws3hv69d.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.33.220,azpdwsfgnait.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.33.22,azpdws9lo290.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.32.78,azpdwsggbryd.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.160.0.0/12
Stretchoid (stretchoid.com),20.163.33.221,azpdwsn72i3k.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.160.0.0/12
Stretchoid (stretchoid.com),20.163.34.41,azpdwskmz4d2.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.160.0.0/12
Stretchoid (stretchoid.com),20.163.32.79,azpdwshodzkc.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.160.0.0/12
Stretchoid (stretchoid.com),20.163.33.23,azpdwsai890q.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.34.54,azpdwsupk5k6.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.34.47,azpdwsxtclji.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.34.74,azpdwssjv9ao.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.37.97,azpdwsa4z761.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.37.98,azpdwsam8v31.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.39.86,azpdws1kcgvo.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.5.58,azpdwscoks7c.stretchoid.com,,,,,
Stretchoid (stretchoid.com),20.163.38.129,azpdws65gd2r.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.160.0.0/12
Stretchoid (stretchoid.com),20.163.57.99,azpdwsi43xrk.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.160.0.0/12
Stretchoid (stretchoid.com),20.163.5.243,azpdwseecqlo.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,20.160.0.0/12
